2015-07-14 17:36:56.955021,  ON ,  33
2015-07-14 17:36:58.992108,  ON ,  34
2015-07-14 17:37:01.052171,  ON ,  33
2015-07-14 17:37:03.089091,  ON ,  37
2015-07-14 17:37:05.134880,  ON ,  34
2015-07-14 17:37:07.194820,  ON ,  34
2015-07-14 17:37:09.231631,  ON ,  35
2015-07-14 17:37:11.291637,  ON ,  34
2015-07-14 17:37:13.328530,  ON ,  35
2015-07-14 17:37:15.379423,  ON ,  34
2015-07-14 17:37:17.415482,  ON ,  34
2015-07-14 17:37:19.453847,  ON ,  34
2015-07-14 17:37:21.508527,  ON ,  34
2015-07-14 17:37:23.554353,  ON ,  34
2015-07-14 17:37:25.591168,  ON ,  34
2015-07-14 17:37:27.641286,  ON ,  35
2015-07-14 17:37:29.686841,  ON ,  34
2015-07-14 17:37:31.722729,  ON ,  34
2015-07-14 17:37:33.773698,  ON ,  34
2015-07-14 17:37:35.810646,  ON ,  34
2015-07-14 17:37:37.852585,  ON ,  34
2015-07-14 17:37:39.887407,  ON ,  35
2015-07-14 17:37:41.948387,  ON ,  34
2015-07-14 17:37:46.045129,  ON ,  34
2015-07-14 17:37:48.091008,  ON ,  34
2015-07-14 17:37:50.126888,  ON ,  37
2015-07-14 17:37:52.164828,  ON ,  34
2015-07-14 17:37:54.200725,  ON ,  33
2015-07-14 17:37:56.238714,  ON ,  33
2015-07-14 17:37:58.272670,  ON ,  34
2015-07-14 17:38:02.366525,  ON ,  34
2015-07-14 17:38:04.412388,  ON ,  37
2015-07-14 17:38:06.472488,  ON ,  39
2015-07-14 17:38:08.513142,  ON ,  35
2015-07-14 17:38:10.550274,  ON ,  33
2015-07-14 17:38:12.587386,  ON ,  35
2015-07-14 17:38:14.629153,  ON ,  34
2015-07-14 17:38:16.664758,  ON ,  37
2015-07-14 17:38:18.715365,  ON ,  34
2015-07-14 17:38:20.751653,  ON ,  33
2015-07-14 17:38:22.806633,  ON ,  38
2015-07-14 17:38:26.904515,  OFF ,  2
2015-07-14 17:38:28.950527,  OFF ,  1
2015-07-14 17:38:33.052446,  OFF ,  6
2015-07-14 17:38:35.098102,  OFF ,  1
2015-07-14 17:38:37.144745,  OFF ,  6
2015-07-14 17:38:39.190437,  OFF ,  1
2015-07-14 17:38:41.231930,  OFF ,  1
2015-07-14 17:38:43.268693,  OFF ,  2
2015-07-14 17:38:45.304640,  OFF ,  1
2015-07-14 17:38:47.345279,  OFF ,  2
2015-07-14 17:38:49.391526,  OFF ,  6
2015-07-14 17:38:51.428566,  OFF ,  4
2015-07-14 17:38:53.488354,  OFF ,  5
2015-07-14 17:38:55.525052,  OFF ,  7
2015-07-14 17:38:57.574978,  OFF ,  1
2015-07-14 17:38:59.625978,  OFF ,  7
2015-07-14 17:39:01.668144,  OFF ,  8
2015-07-14 17:39:03.727808,  OFF ,  2
2015-07-14 17:39:05.764101,  OFF ,  4
2015-07-14 17:39:07.800669,  OFF ,  2
2015-07-14 17:39:09.836694,  OFF ,  6
2015-07-14 17:39:11.882440,  OFF ,  2
2015-07-14 17:39:18.092156,  OFF ,  3
2015-07-14 17:39:20.087346,  OFF ,  3
2015-07-14 17:39:22.180358,  OFF ,  4
2015-07-14 17:39:26.252779,  OFF ,  2
2015-07-14 17:39:28.295393,  OFF ,  3
2015-07-14 17:39:30.337664,  OFF ,  1
2015-07-14 17:39:32.377703,  OFF ,  2
2015-07-14 17:39:34.424568,  OFF ,  4
2015-07-14 17:39:36.484417,  OFF ,  1
2015-07-14 17:39:40.580208,  OFF ,  2
2015-07-14 17:39:42.624064,  OFF ,  1
2015-07-14 17:39:46.724960,  OFF ,  2
2015-07-14 17:39:48.765135,  OFF ,  1
2015-07-14 17:39:54.909639,  OFF ,  2
2015-07-14 17:39:56.946698,  OFF ,  6
2015-07-14 17:39:58.992591,  OFF ,  2
2015-07-14 17:40:01.027705,  OFF ,  2
2015-07-14 17:40:05.121137,  OFF ,  2
2015-07-14 17:40:07.168062,  OFF ,  2
2015-07-14 17:40:09.201981,  OFF ,  2
2015-07-14 17:40:13.324899,  OFF ,  2
2015-07-14 17:40:15.371610,  OFF ,  2
2015-07-14 17:40:17.408621,  OFF ,  1
2015-07-14 17:40:19.442541,  OFF ,  2
2015-07-14 17:40:21.509718,  OFF ,  2
2015-07-14 17:40:25.605339,  OFF ,  2
2015-07-14 17:40:29.694405,  OFF ,  2
2015-07-14 17:40:31.749030,  OFF ,  2
2015-07-14 17:40:33.809108,  OFF ,  7
2015-07-14 17:40:35.830860,  OFF ,  2
2015-07-14 17:40:39.946955,  OFF ,  2
2015-07-14 17:40:41.984661,  OFF ,  1
2015-07-14 17:40:44.019487,  OFF ,  2
2015-07-14 17:40:46.065601,  OFF ,  2
2015-07-14 17:40:50.174208,  OFF ,  2
2015-07-14 17:40:52.211464,  OFF ,  2
2015-07-14 17:40:54.271298,  OFF ,  1
2015-07-14 17:40:58.359082,  OFF ,  2
2015-07-14 17:41:00.394934,  OFF ,  2
2015-07-14 17:41:02.450981,  OFF ,  1
2015-07-14 17:41:04.495610,  OFF ,  2
2015-07-14 17:41:06.537560,  OFF ,  2
2015-07-14 17:41:08.574546,  OFF ,  2
2015-07-14 17:41:10.609388,  OFF ,  8
2015-07-14 17:41:12.652308,  OFF ,  2
2015-07-14 17:41:14.692199,  OFF ,  2
2015-07-14 17:41:16.739105,  OFF ,  2
2015-07-14 17:41:18.774040,  OFF ,  8
2015-07-14 17:41:22.877004,  OFF ,  2
2015-07-14 17:41:24.917991,  OFF ,  2
2015-07-14 17:41:26.978800,  OFF ,  2
2015-07-14 17:41:29.015781,  OFF ,  7
2015-07-14 17:41:31.056586,  OFF ,  2
2015-07-14 17:41:33.098434,  OFF ,  2
2015-07-14 17:41:35.134592,  OFF ,  2
2015-07-14 17:41:39.241348,  OFF ,  2
2015-07-14 17:41:41.278278,  OFF ,  2
2015-07-14 17:41:47.420751,  OFF ,  2
2015-07-14 17:41:49.456689,  OFF ,  2
2015-07-14 17:41:51.503739,  OFF ,  2
2015-07-14 17:41:53.539515,  OFF ,  2
2015-07-14 17:41:55.576637,  OFF ,  1
2015-07-14 17:41:57.612423,  OFF ,  2
2015-07-14 17:41:59.654415,  OFF ,  1
2015-07-14 17:42:01.704149,  OFF ,  2
2015-07-14 17:42:03.742994,  OFF ,  2
2015-07-14 17:42:05.787580,  OFF ,  2
2015-07-14 17:42:07.838753,  OFF ,  2
2015-07-14 17:42:09.884940,  OFF ,  2
2015-07-14 17:42:11.921067,  OFF ,  2
2015-07-14 17:42:13.981651,  OFF ,  2
2015-07-14 17:42:16.028581,  OFF ,  8
2015-07-14 17:42:18.064636,  OFF ,  9
2015-07-14 17:42:20.101599,  OFF ,  2
2015-07-14 17:42:22.162397,  OFF ,  2
2015-07-14 17:42:30.365028,  OFF ,  2
2015-07-14 17:42:32.402058,  OFF ,  3
2015-07-14 17:42:34.439614,  OFF ,  1
2015-07-14 17:42:38.537336,  OFF ,  2
2015-07-14 17:42:42.622512,  OFF ,  2
2015-07-14 17:42:44.669495,  OFF ,  2
2015-07-14 17:42:48.761482,  OFF ,  2
2015-07-14 17:42:50.805372,  OFF ,  2
2015-07-14 17:42:52.843253,  OFF ,  2
2015-07-14 17:42:54.878736,  OFF ,  2
2015-07-14 17:42:56.924846,  OFF ,  2
2015-07-14 17:42:58.961740,  OFF ,  6
2015-07-14 17:43:00.998635,  OFF ,  2
2015-07-14 17:43:03.038577,  OFF ,  1
2015-07-14 17:43:05.080512,  OFF ,  6
2015-07-14 17:43:07.128958,  OFF ,  2
2015-07-14 17:43:09.162270,  OFF ,  2
2015-07-14 17:43:13.259097,  OFF ,  2
2015-07-14 17:43:15.296503,  OFF ,  9
2015-07-14 17:43:17.341019,  OFF ,  2
2015-07-14 17:43:19.377873,  OFF ,  2
2015-07-14 17:43:21.428770,  OFF ,  2
2015-07-14 17:43:23.480994,  OFF ,  2
2015-07-14 17:43:29.618487,  OFF ,  7
2015-07-14 17:43:33.720454,  OFF ,  1
2015-07-14 17:43:39.879941,  OFF ,  2
2015-07-14 17:43:43.979809,  OFF ,  9
2015-07-14 17:43:50.118631,  OFF ,  2
2015-07-14 17:43:52.183495,  OFF ,  2
2015-07-14 17:43:54.219802,  OFF ,  2
2015-07-14 17:43:56.267851,  OFF ,  7
2015-07-14 17:43:58.317258,  OFF ,  2
2015-07-14 17:44:00.363134,  OFF ,  1
2015-07-14 17:44:02.399278,  OFF ,  9
2015-07-14 17:44:04.445444,  OFF ,  2
2015-07-14 17:44:06.481905,  OFF ,  1
2015-07-14 17:44:08.517258,  OFF ,  2
2015-07-14 17:44:10.553693,  OFF ,  1
2015-07-14 17:44:12.598535,  OFF ,  2
2015-07-14 17:44:14.636546,  OFF ,  2
2015-07-14 17:44:16.672581,  OFF ,  2
2015-07-14 17:44:18.714618,  OFF ,  2
2015-07-14 17:44:20.754447,  OFF ,  7
2015-07-14 17:44:22.802394,  OFF ,  2
2015-07-14 17:44:24.838090,  OFF ,  3
2015-07-14 17:44:26.883968,  OFF ,  2
2015-07-14 17:44:28.921341,  OFF ,  2
2015-07-14 17:44:30.957958,  OFF ,  2
2015-07-14 17:44:33.003809,  OFF ,  3
2015-07-14 17:44:35.039619,  OFF ,  2
2015-07-14 17:44:37.085707,  OFF ,  2
2015-07-14 17:44:39.122507,  OFF ,  1
2015-07-14 17:44:41.157639,  OFF ,  1
2015-07-14 17:44:43.197104,  OFF ,  2
2015-07-14 17:44:45.235342,  OFF ,  2
2015-07-14 17:44:47.281109,  OFF ,  2
2015-07-14 17:44:49.323040,  OFF ,  2
2015-07-14 17:44:51.359993,  OFF ,  2
2015-07-14 17:44:53.405862,  OFF ,  2
2015-07-14 17:44:55.440748,  OFF ,  7
2015-07-14 17:44:57.478983,  OFF ,  2
2015-07-14 17:45:03.653297,  OFF ,  2
2015-07-14 17:45:05.682621,  OFF ,  6
2015-07-14 17:45:07.719453,  OFF ,  1
2015-07-14 17:45:09.779107,  OFF ,  1
2015-07-14 17:45:17.983864,  OFF ,  4
2015-07-14 17:45:22.080794,  OFF ,  2
2015-07-14 17:45:24.126671,  OFF ,  1
2015-07-14 17:45:26.162608,  OFF ,  2
2015-07-14 17:45:28.201005,  OFF ,  2
2015-07-14 17:45:30.260715,  OFF ,  6
2015-07-14 17:45:32.297256,  OFF ,  1
2015-07-14 17:45:36.404861,  OFF ,  4
2015-07-14 17:45:38.438973,  OFF ,  4
2015-07-14 17:45:40.484793,  OFF ,  6
2015-07-14 17:45:42.520753,  OFF ,  1
2015-07-14 17:45:44.557994,  OFF ,  2
2015-07-14 17:45:46.593595,  OFF ,  6
2015-07-14 17:45:48.629833,  OFF ,  2
2015-07-14 17:45:50.671449,  OFF ,  2
2015-07-14 17:45:52.708405,  OFF ,  4
2015-07-14 17:45:54.745099,  OFF ,  4
2015-07-14 17:45:58.841047,  OFF ,  6
2015-07-14 17:46:00.877525,  OFF ,  1
2015-07-14 17:46:02.914881,  OFF ,  6
2015-07-14 17:46:04.960802,  OFF ,  2
2015-07-14 17:46:07.005740,  OFF ,  1
2015-07-14 17:46:09.042427,  OFF ,  6
2015-07-14 17:46:11.079529,  OFF ,  2
2015-07-14 17:46:13.115640,  OFF ,  2
2015-07-14 17:46:15.152402,  OFF ,  5
2015-07-14 17:46:17.193981,  OFF ,  4
2015-07-14 17:46:19.235135,  OFF ,  4
2015-07-14 17:46:21.280461,  OFF ,  6
2015-07-14 17:46:23.317029,  OFF ,  1
2015-07-14 17:46:25.375911,  OFF ,  4
2015-07-14 17:46:27.412798,  OFF ,  6
2015-07-14 17:46:29.458909,  OFF ,  2
2015-07-14 17:46:31.506143,  OFF ,  1
2015-07-14 17:46:33.541794,  OFF ,  4
2015-07-14 17:46:35.577448,  OFF ,  6
2015-07-14 17:46:37.624488,  OFF ,  1
2015-07-14 17:46:39.660329,  OFF ,  1
2015-07-14 17:46:41.697293,  OFF ,  1
2015-07-14 17:46:43.733519,  OFF ,  9
2015-07-14 17:46:45.770263,  OFF ,  2
2015-07-14 17:46:47.810081,  OFF ,  6
2015-07-14 17:46:49.856703,  OFF ,  3
2015-07-14 17:46:51.899895,  OFF ,  6
2015-07-14 17:46:55.995715,  OFF ,  6
2015-07-14 17:46:58.041164,  OFF ,  1
2015-07-14 17:47:00.078509,  OFF ,  1
2015-07-14 17:47:02.124590,  OFF ,  6
2015-07-14 17:47:04.161784,  OFF ,  2
2015-07-14 17:47:06.197188,  OFF ,  1
2015-07-14 17:47:08.258261,  OFF ,  1
2015-07-14 17:47:10.305085,  OFF ,  1
2015-07-14 17:47:12.340112,  OFF ,  2
2015-07-14 17:47:14.386860,  OFF ,  6
2015-07-14 17:47:16.422742,  OFF ,  6
2015-07-14 17:47:18.459666,  OFF ,  1
2015-07-14 17:47:20.495615,  OFF ,  1
2015-07-14 17:47:22.532475,  OFF ,  1
2015-07-14 17:47:24.572780,  OFF ,  6
2015-07-14 17:47:26.610383,  OFF ,  4
2015-07-14 17:47:28.646402,  OFF ,  4
2015-07-14 17:47:30.685295,  OFF ,  1
2015-07-14 17:47:34.781918,  OFF ,  7
2015-07-14 17:47:36.820881,  OFF ,  4
2015-07-14 17:47:38.863049,  OFF ,  2
2015-07-14 17:47:40.909717,  OFF ,  4
2015-07-14 17:47:42.944612,  OFF ,  1
2015-07-14 17:47:44.982513,  OFF ,  2
2015-07-14 17:47:47.019188,  OFF ,  6
2015-07-14 17:47:49.055134,  OFF ,  2
2015-07-14 17:47:51.095098,  OFF ,  5
2015-07-14 17:47:53.133139,  OFF ,  4
2015-07-14 17:47:55.168424,  OFF ,  4
2015-07-14 17:47:57.205894,  OFF ,  2
2015-07-14 17:48:01.303906,  OFF ,  1
2015-07-14 17:48:03.336740,  OFF ,  2
2015-07-14 17:48:05.386556,  OFF ,  2
2015-07-14 17:48:07.426558,  OFF ,  1
2015-07-14 17:48:09.461889,  OFF ,  1
2015-07-14 17:48:11.511388,  OFF ,  2
2015-07-14 17:48:13.549471,  OFF ,  1
2015-07-14 17:48:15.584219,  OFF ,  2
2015-07-14 17:48:17.621134,  OFF ,  2
2015-07-14 17:48:19.662031,  OFF ,  6
2015-07-14 17:48:21.703954,  OFF ,  4
2015-07-14 17:48:23.745339,  OFF ,  1
2015-07-14 17:48:25.806787,  OFF ,  1
2015-07-14 17:48:27.843748,  OFF ,  3
2015-07-14 17:48:29.893605,  OFF ,  4
2015-07-14 17:48:31.931536,  OFF ,  3
2015-07-14 17:48:33.966775,  OFF ,  6
2015-07-14 17:48:36.003734,  OFF ,  1
2015-07-14 17:48:38.053676,  OFF ,  6
2015-07-14 17:48:40.095018,  OFF ,  1
2015-07-14 17:48:42.145124,  OFF ,  2
2015-07-14 17:48:44.181926,  OFF ,  6
2015-07-14 17:48:46.241972,  OFF ,  9
2015-07-14 17:48:48.278832,  OFF ,  2
2015-07-14 17:48:50.318722,  OFF ,  1
2015-07-14 17:48:52.371644,  OFF ,  2
2015-07-14 17:48:54.421564,  OFF ,  9
2015-07-14 17:48:56.463491,  OFF ,  2
2015-07-14 17:48:58.499430,  OFF ,  3
2015-07-14 17:49:00.550363,  OFF ,  2
2015-07-14 17:49:02.586260,  OFF ,  4
2015-07-14 17:49:04.623078,  OFF ,  1
2015-07-14 17:49:06.659221,  OFF ,  4
2015-07-14 17:49:08.702138,  OFF ,  1
2015-07-14 17:49:10.761907,  OFF ,  6
2015-07-14 17:49:12.802775,  OFF ,  4
2015-07-14 17:49:16.899692,  OFF ,  2
2015-07-14 17:49:18.941508,  OFF ,  4
2015-07-14 17:49:20.991472,  OFF ,  4
2015-07-14 17:49:23.027541,  OFF ,  4
2015-07-14 17:49:25.065557,  OFF ,  2
2015-07-14 17:49:27.101189,  OFF ,  6
2015-07-14 17:49:29.141096,  OFF ,  6
2015-07-14 17:49:31.183012,  OFF ,  1
2015-07-14 17:49:33.220106,  OFF ,  1
2015-07-14 17:49:35.254832,  OFF ,  6
2015-07-14 17:49:37.290818,  OFF ,  1
2015-07-14 17:49:39.332829,  OFF ,  6
2015-07-14 17:49:41.369638,  OFF ,  4
2015-07-14 17:49:43.405685,  OFF ,  4
2015-07-14 17:49:45.442593,  OFF ,  6
2015-07-14 17:49:47.479459,  OFF ,  1
2015-07-14 17:49:49.515182,  OFF ,  1
2015-07-14 17:49:51.562303,  OFF ,  6
2015-07-14 17:49:53.599863,  OFF ,  1
2015-07-14 17:49:55.656806,  OFF ,  1
2015-07-14 17:49:57.701474,  OFF ,  2
2015-07-14 17:49:59.738783,  OFF ,  4
2015-07-14 17:50:01.775689,  OFF ,  2
2015-07-14 17:50:03.812742,  OFF ,  5
2015-07-14 17:50:05.853526,  OFF ,  1
2015-07-14 17:50:07.894472,  OFF ,  3
2015-07-14 17:50:09.942344,  OFF ,  1
2015-07-14 17:50:11.977428,  ON ,  234
2015-07-14 17:50:14.029216,  ON ,  43
2015-07-14 17:50:16.074090,  ON ,  40
2015-07-14 17:50:18.117373,  ON ,  39
2015-07-14 17:50:20.164963,  ON ,  39
2015-07-14 17:50:24.253887,  ON ,  42
2015-07-14 17:50:26.314712,  ON ,  41
2015-07-14 17:50:28.350778,  ON ,  41
2015-07-14 17:50:30.416741,  ON ,  39
2015-07-14 17:50:32.458635,  ON ,  39
2015-07-14 17:50:34.494462,  ON ,  39
2015-07-14 17:50:36.555066,  ON ,  39
2015-07-14 17:50:40.652071,  ON ,  40
2015-07-14 17:50:42.687071,  ON ,  39
2015-07-14 17:50:44.733675,  ON ,  39
2015-07-14 17:50:46.774920,  ON ,  40
2015-07-14 17:50:48.817213,  ON ,  39
2015-07-14 17:50:50.857737,  ON ,  37
2015-07-14 17:50:52.899596,  ON ,  38
2015-07-14 17:50:54.935674,  ON ,  38
2015-07-14 17:50:56.972620,  ON ,  38
2015-07-14 17:50:59.008322,  ON ,  37
2015-07-14 17:51:01.054550,  ON ,  38
2015-07-14 17:51:03.097206,  ON ,  38
2015-07-14 17:51:05.135484,  ON ,  41
2015-07-14 17:51:07.172931,  ON ,  38
2015-07-14 17:51:09.218972,  ON ,  39
2015-07-14 17:51:11.255075,  ON ,  38
2015-07-14 17:51:17.398691,  ON ,  39
2015-07-14 17:51:23.538494,  ON ,  38
2015-07-14 17:51:25.577133,  ON ,  37
2015-07-14 17:51:27.614863,  ON ,  38
2015-07-14 17:51:29.661399,  ON ,  38
2015-07-14 17:51:31.700889,  ON ,  38
2015-07-14 17:51:33.733880,  ON ,  38
2015-07-14 17:51:35.769636,  ON ,  38
2015-07-14 17:51:37.805737,  ON ,  37
2015-07-14 17:51:41.898476,  ON ,  35
2015-07-14 17:51:43.940589,  ON ,  38
2015-07-14 17:51:46.001003,  ON ,  37
2015-07-14 17:51:48.042139,  ON ,  37
2015-07-14 17:51:50.078125,  ON ,  37
2015-07-14 17:51:52.124917,  ON ,  37
2015-07-14 17:51:54.162392,  ON ,  35
2015-07-14 17:51:56.196192,  ON ,  37
2015-07-14 17:51:58.238760,  ON ,  38
2015-07-14 17:52:00.280454,  ON ,  37
2015-07-14 17:52:02.325615,  ON ,  38
2015-07-14 17:52:04.376541,  ON ,  37
2015-07-14 17:52:06.418390,  ON ,  36
2015-07-14 17:52:08.458357,  ON ,  36
2015-07-14 17:52:10.495161,  ON ,  36
2015-07-14 17:52:12.531366,  ON ,  38
2015-07-14 17:52:14.573119,  ON ,  35
2015-07-14 17:52:16.608062,  ON ,  37
2015-07-14 17:52:18.645880,  ON ,  37
2015-07-14 17:52:20.682120,  ON ,  36
2015-07-14 17:52:22.719907,  ON ,  37
2015-07-14 17:52:24.760593,  ON ,  36
2015-07-14 17:52:26.800592,  ON ,  36
2015-07-14 17:52:28.837652,  ON ,  37
2015-07-14 17:52:30.873400,  ON ,  35
2015-07-14 17:52:32.911650,  ON ,  37
2015-07-14 17:52:34.951204,  ON ,  35
2015-07-14 17:52:36.989214,  ON ,  34
2015-07-14 17:52:39.038111,  ON ,  36
2015-07-14 17:52:41.081089,  ON ,  37
2015-07-14 17:52:43.141003,  ON ,  36
2015-07-14 17:52:45.182731,  ON ,  35
2015-07-14 17:52:47.228659,  ON ,  35
2015-07-14 17:52:49.265600,  ON ,  35
2015-07-14 17:52:51.301553,  ON ,  36
2015-07-14 17:52:53.361911,  ON ,  35
2015-07-14 17:52:55.402818,  ON ,  35
2015-07-14 17:52:57.444652,  ON ,  37
2015-07-14 17:52:59.480142,  ON ,  35
2015-07-14 17:53:01.527212,  ON ,  35
2015-07-14 17:53:03.563957,  ON ,  35
2015-07-14 17:53:05.600073,  ON ,  35
2015-07-14 17:53:07.660939,  ON ,  35
2015-07-14 17:53:09.701001,  ON ,  36
2015-07-14 17:53:11.742911,  ON ,  36
2015-07-14 17:53:13.778588,  ON ,  35
2015-07-14 17:53:15.815645,  ON ,  35
2015-07-14 17:53:17.856413,  ON ,  36
2015-07-14 17:53:19.908837,  ON ,  36
2015-07-14 17:53:21.944012,  ON ,  39
2015-07-14 17:53:23.979207,  ON ,  35
2015-07-14 17:53:26.021147,  ON ,  35
2015-07-14 17:53:28.062044,  ON ,  37
2015-07-14 17:53:30.109014,  ON ,  37
2015-07-14 17:53:32.146917,  ON ,  36
2015-07-14 17:53:34.180702,  ON ,  35
2015-07-14 17:53:38.278514,  ON ,  34
2015-07-14 17:53:40.324463,  ON ,  36
2015-07-14 17:53:42.361757,  ON ,  35
2015-07-14 17:53:44.397208,  ON ,  35
2015-07-14 17:53:46.434636,  ON ,  35
2015-07-14 17:53:48.474938,  ON ,  35
2015-07-14 17:53:50.510970,  ON ,  37
2015-07-14 17:53:52.547929,  ON ,  35
2015-07-14 17:53:54.585493,  ON ,  35
2015-07-14 17:53:56.621114,  ON ,  36
2015-07-14 17:53:58.676655,  ON ,  35
2015-07-14 17:54:00.713523,  ON ,  36
2015-07-14 17:54:02.749490,  ON ,  34
2015-07-14 17:54:04.785476,  ON ,  35
2015-07-14 17:54:06.822414,  ON ,  34
2015-07-14 17:54:08.858192,  ON ,  35
2015-07-14 17:54:10.900204,  ON ,  35
2015-07-14 17:54:12.935614,  ON ,  34
2015-07-14 17:54:14.972949,  ON ,  36
2015-07-14 17:54:17.010219,  ON ,  34
2015-07-14 17:54:19.045852,  ON ,  34
2015-07-14 17:54:21.087689,  ON ,  34
2015-07-14 17:54:23.128581,  ON ,  36
2015-07-14 17:54:25.165541,  ON ,  34
2015-07-14 17:54:27.200431,  ON ,  35
2015-07-14 17:54:29.236332,  ON ,  34
2015-07-14 17:54:31.279458,  ON ,  36
2015-07-14 17:54:33.315176,  ON ,  34
2015-07-14 17:54:35.364950,  ON ,  35
2015-07-14 17:54:37.401997,  ON ,  34
2015-07-14 17:54:39.443117,  ON ,  35
2015-07-14 17:54:41.484205,  ON ,  34
2015-07-14 17:54:43.519942,  ON ,  34
2015-07-14 17:54:49.663514,  ON ,  35
2015-07-14 17:54:51.699398,  ON ,  35
2015-07-14 17:54:53.740309,  ON ,  34
